Area;Zona;Sottoarea;Latitudine;Longitudine;Data;Vendite.previste;Vendite.previste.approssimate;Mean.Absolute.Error;Root.Mean.Squared.Error;Mean.Squared.Error;Mean.Absolute.Percentage.Error
;;;;;24/05/2016;8,6108;9;0,6554;0,9269;0,8591;11,7808
;;;;;25/05/2016;10,0376;10;0,6567;0,9278;0,8608;11,8064
;;;;;26/05/2016;7,7655;8;0,6516;0,9177;0,8421;11,8064
;;;;;27/05/2016;11,2078;11;0,652;0,9184;0,8434;11,8208
;;;;;28/05/2016;1,2151;1;0,6524;0,9191;0,8447;11,8373
;;;;;29/05/2016;0,0897;0;0,6513;0,9184;0,8435;11,8304
Area_45;Zona_17;Sottoarea_13;41,00475367;16,99611933;20/05/2016;10,8672;11;0,7474;1,0523;1,1073;14,6062
;;;;;21/05/2016;1,8479;2;0,74;1,0344;1,0699;14,6062
;;;;;22/05/2016;0,0471;0;0,7414;1,0354;1,072;14,639
;;;;;23/05/2016;9,2943;9;0,7417;1,036;1,0734;14,6018
;;;;;24/05/2016;10,7201;11;0,7429;1,0371;1,0755;14,6018
;;;;;25/05/2016;11,5834;12;0,7433;1,0378;1,077;14,6135
;;;;;26/05/2016;10,8572;11;0,739;1,0307;1,0623;13,98
;;;;;27/05/2016;10,1463;10;0,734;1,0217;1,0439;13,7667
;;;;;28/05/2016;2,2221;2;0,7333;1,0216;1,0436;13,767
;;;;;29/05/2016;0,0606;0;0,7324;1,0212;1,0428;13,7591
Area_66;Zona_24;Sottoarea_130;43,99872786;10,36628826;20/05/2016;9,3764;9;0,5609;0,8253;0,6812;11,2754
;;;;;21/05/2016;2,0715;2;0,5553;0,8122;0,6597;11,2754
;;;;;22/05/2016;0,4;0;0,5551;0,8126;0,6602;11,2833
;;;;;23/05/2016;7,5582;8;0,5561;0,8133;0,6615;11,3005
;;;;;24/05/2016;8,8263;9;0,5568;0,8141;0,6628;11,3005
;;;;;25/05/2016;8,5927;9;0,5562;0,814;0,6627;11,302
;;;;;26/05/2016;7,1716;7;0,5519;0,8058;0,6493;11,302
;;;;;27/05/2016;9,3032;9;0,5525;0,8065;0,6505;11,3208
;;;;;28/05/2016;2,1401;2;0,5518;0,8063;0,6502;11,3237
;;;;;29/05/2016;0,2368;0;0,5503;0,8049;0,6479;11,2998
Area_67;Zona_24;Sottoarea_131;43,06817832;10,96374015;20/05/2016;9,0098;9;0,5298;0,7443;0,554;11,1891
;;;;;21/05/2016;1,7143;2;0,5262;0,7376;0,5441;11,1891
;;;;;22/05/2016;0,4731;0;0,5244;0,7356;0,5411;11,1745
;;;;;23/05/2016;6,9009;7;0,5242;0,7358;0,5413;11,0537
;;;;;24/05/2016;8,8109;9;0,5243;0,7362;0,542;11,0537
;;;;;25/05/2016;8,7347;9;0,5243;0,7366;0,5425;11,0607
;;;;;26/05/2016;7,7219;8;0,5196;0,726;0,527;11,0607
;;;;;27/05/2016;9,2443;9;0,5196;0,7263;0,5276;11,0711
;;;;;28/05/2016;2,1289;2;0,5189;0,7261;0,5272;11,0723
;;;;;29/05/2016;0,3376;0;0,5193;0,7266;0,528;11,0855
Area_69;Zona_22;Sottoarea_132;45,07034118;7,693323636;20/05/2016;6,4456;6;0,4616;0,6397;0,4092;11,8874
;;;;;21/05/2016;2,0419;2;0,4565;0,626;0,3918;11,8874
;;;;;22/05/2016;0,1622;0;0,4569;0,6265;0,3925;11,9029
;;;;;23/05/2016;3,5795;4;0,4574;0,627;0,3932;11,8817
;;;;;24/05/2016;6,6461;7;0,4578;0,6276;0,3938;11,8817
;;;;;25/05/2016;7,0098;7;0,4573;0,6274;0,3936;11,8272
;;;;;26/05/2016;5,5457;6;0,4546;0,6229;0,388;11,8272
;;;;;27/05/2016;5,1622;5;0,4532;0,6213;0,386;11,7653
;;;;;28/05/2016;1,735;2;0,4528;0,6212;0,3859;11,7735
;;;;;29/05/2016;0,0669;0;0,4518;0,6204;0,3849;11,7461
Area_69;Zona_22;Sottoarea_133;45,06111443;7,649409643;20/05/2016;9,0862;9;0,6013;0,8302;0,6892;11,6892
;;;;;21/05/2016;1,9875;2;0,5947;0,8124;0,6599;11,6892
;;;;;22/05/2016;0,0433;0;0,5952;0,813;0,661;11,7026
;;;;;23/05/2016;5,4787;5;0,5953;0,8135;0,6617;11,6091
;;;;;24/05/2016;8,4812;8;0,5957;0,8141;0,6628;11,6091
;;;;;25/05/2016;8,8143;9;0,595;0,8137;0,6622;11,5618
;;;;;26/05/2016;8,959;9;0,5904;0,8042;0,6468;11,5618
;;;;;27/05/2016;7,2148;7;0,5906;0,8048;0,6477;11,5733
;;;;;28/05/2016;1,42;1;0,5892;0,8035;0,6456;11,5729
;;;;;29/05/2016;0,0067;0;0,5891;0,8038;0,6461;11,578
Area_70;Zona_22;Sottoarea_134;45,00864708;7,715593692;20/05/2016;1,9085;2;0,1965;0,278;0,0773;13,0806
;;;;;21/05/2016;0,4462;0;0,1955;0,2766;0,0765;13,0806
;;;;;22/05/2016;0,0047;0;0,1953;0,2766;0,0765;13,074
;;;;;23/05/2016;1,6944;2;0,1954;0,2768;0,0766;13,074
;;;;;24/05/2016;1,9354;2;0,1956;0,277;0,0767;13,074
;;;;;25/05/2016;1,9399;2;0,1955;0,2771;0,0768;13,0453
;;;;;26/05/2016;1,6178;2;0,1947;0,2761;0,0762;13,0453
;;;;;27/05/2016;2,2295;2;0,1946;0,2762;0,0763;13,0159
;;;;;28/05/2016;0,681;1;0,194;0,2755;0,0759;13,0057
;;;;;29/05/2016;0,0133;0;0,1936;0,2753;0,0758;12,9463
Area_70;Zona_22;Sottoarea_135;44,98169846;7,387146097;20/05/2016;8,2334;8;0,5179;0,7348;0,5399;10,3299
;;;;;21/05/2016;1,9327;2;0,5143;0,7284;0,5305;10,3299
;;;;;22/05/2016;0,4467;0;0,5151;0,7291;0,5315;10,3469
;;;;;23/05/2016;7,748;8;0,516;0,7298;0,5326;10,3498
;;;;;24/05/2016;7,8371;8;0,5154;0,7297;0,5324;10,3498
;;;;;25/05/2016;7,7854;8;0,5136;0,7276;0,5294;10,3374
;;;;;26/05/2016;8,4139;8;0,5102;0,7215;0,5205;10,3374
;;;;;27/05/2016;7,5517;8;0,5111;0,7222;0,5215;10,3587
;;;;;28/05/2016;1,5018;2;0,5084;0,7181;0,5157;10,3473
;;;;;29/05/2016;0,07;0;0,5093;0,7188;0,5167;10,3694
Area_70;Zona_22;Sottoarea_136;45,041467;7,590214;20/05/2016;2,1702;2;0,2005;0,2855;0,0815;13,0269
;;;;;21/05/2016;0,4833;0;0,1993;0,2835;0,0804;13,0269
;;;;;22/05/2016;0,0067;0;0,1995;0,2837;0,0805;13,0457
;;;;;23/05/2016;2,14;2;0,1998;0,284;0,0807;13,0457
;;;;;24/05/2016;1,8834;2;0,2002;0,2843;0,0808;13,0457
;;;;;25/05/2016;2,0009;2;0,2003;0,2845;0,0809;13,042
;;;;;26/05/2016;1,9933;2;0,1996;0,2837;0,0805;13,042
;;;;;27/05/2016;1,8456;2;0,1993;0,2836;0,0805;12,9901
;;;;;28/05/2016;0,5618;1;0,1988;0,2831;0,0801;12,9822
;;;;;29/05/2016;0,0067;0;0,1991;0,2834;0,0803;13,0111
Area_18;Zona_7;Sottoarea_137;45,70898921;12,46583113;20/05/2016;5,4751;5;0,3137;0,4348;0,189;10,3973
;;;;;21/05/2016;1,2937;1;0,3118;0,4315;0,1862;10,3973
;;;;;22/05/2016;0,1153;0;0,3119;0,4318;0,1865;10,4039
;;;;;23/05/2016;3,0081;3;0,3124;0,4322;0,1868;10,4103
;;;;;24/05/2016;6,3832;6;0,3129;0,4326;0,1872;10,4103
;;;;;25/05/2016;4,5378;5;0,3124;0,4323;0,1869;10,4085
;;;;;26/05/2016;4,2147;4;0,3105;0,4293;0,1843;10,4085
;;;;;27/05/2016;5,0954;5;0,3094;0,4279;0,1831;10,3917
;;;;;28/05/2016;1,3264;1;0,3088;0,4275;0,1827;10,3435
;;;;;29/05/2016;0,2684;0;0,3068;0,4239;0,1797;10,3237
Area_18;Zona_7;Sottoarea_138;45,68425007;12,2588099;20/05/2016;3,9968;4;0,2711;0,3786;0,1433;9,6411
;;;;;21/05/2016;0,9391;1;0,2697;0,3762;0,1415;9,6411
;;;;;22/05/2016;0,0034;0;0,2697;0,3765;0,1417;9,6456
;;;;;23/05/2016;4,3706;4;0,2694;0,3764;0,1416;9,6182
;;;;;24/05/2016;3,4333;3;0,27;0,3767;0,1419;9,6182
;;;;;25/05/2016;4,6111;5;0,2704;0,3771;0,1422;9,6361
;;;;;26/05/2016;2,957;3;0,2686;0,374;0,1399;9,6361
;;;;;27/05/2016;3,9604;4;0,2687;0,3742;0,14;9,6411
;;;;;28/05/2016;0,6477;1;0,2683;0,374;0,1399;9,6087
;;;;;29/05/2016;0,0167;0;0,2675;0,3732;0,1393;9,5998
Area_17;Zona_7;Sottoarea_139;45,88339894;13,39875115;20/05/2016;6,78;7;0,4893;0,6943;0,482;10,6542
;;;;;21/05/2016;1,8754;2;0,4843;0,6819;0,465;10,6542
;;;;;22/05/2016;0,1991;0;0,4832;0,681;0,4637;10,6517
;;;;;23/05/2016;5,9853;6;0,483;0,6812;0,464;10,5462
;;;;;24/05/2016;6,9136;7;0,4838;0,6818;0,4649;10,5462
;;;;;25/05/2016;7,258;7;0,4841;0,6824;0,4657;10,5584
;;;;;26/05/2016;6,7991;7;0,4799;0,6734;0,4535;10,5584
;;;;;27/05/2016;7,6128;8;0,4791;0,6729;0,4528;10,5415
;;;;;28/05/2016;0,964;1;0,4776;0,6713;0,4506;10,5399
;;;;;29/05/2016;0,183;0;0,4775;0,6715;0,4509;10,5507
Area_45;Zona_17;Sottoarea_14;40,93301907;16,6620516;20/05/2016;3,0558;3;0,2246;0,3477;0,1209;14,4949
;;;;;21/05/2016;0,2304;0;0,2236;0,3463;0,1199;14,4949
;;;;;22/05/2016;0,0282;0;0,2237;0,3466;0,1201;14,5133
;;;;;23/05/2016;2,4052;2;0,2239;0,3469;0,1204;14,5256
;;;;;24/05/2016;2,6049;3;0,224;0,3472;0,1205;14,5256
;;;;;25/05/2016;2,055;2;0,2242;0,3475;0,1207;14,5284
;;;;;26/05/2016;1,6129;2;0,2233;0,3466;0,1201;14,5284
;;;;;27/05/2016;2,8002;3;0,2222;0,3452;0,1192;14,5284
;;;;;28/05/2016;0,4289;0;0,222;0,3452;0,1192;14,4783
;;;;;29/05/2016;0,0061;0;0,2217;0,3451;0,1191;14,412
Area_32;Zona_12;Sottoarea_140;45,80344563;8,770605425;20/05/2016;8,8394;9;0,5183;0,7385;0,5453;9,5791
;;;;;21/05/2016;2,9166;3;0,5123;0,7221;0,5214;9,5791
;;;;;22/05/2016;0,2016;0;0,513;0,7228;0,5224;9,596
;;;;;23/05/2016;4,0997;4;0,5131;0,7232;0,523;9,596
;;;;;24/05/2016;8,6085;9;0,5139;0,7239;0,524;9,596
;;;;;25/05/2016;9,3224;9;0,5144;0,7245;0,525;9,6086
;;;;;26/05/2016;8,292;8;0,5104;0,7163;0,5131;9,6086
;;;;;27/05/2016;8,6197;9;0,5111;0,717;0,5141;9,6255
;;;;;28/05/2016;2,4916;2;0,5104;0,7166;0,5135;9,6271
;;;;;29/05/2016;0,1695;0;0,5095;0,7162;0,5129;9,6314
Area_73;Zona_27;Sottoarea_141;45,070842;11,87875269;20/05/2016;4,0602;4;0,2474;0,3209;0,103;10,9991
;;;;;21/05/2016;0,9397;1;0,2453;0,3159;0,0998;10,9991
;;;;;22/05/2016;0,2176;0;0,2456;0,3162;0,1;11,0162
;;;;;23/05/2016;2,3159;2;0,2461;0,3165;0,1002;11,0331
;;;;;24/05/2016;4,2838;4;0,2465;0,3169;0,1004;11,0331
;;;;;25/05/2016;3,8526;4;0,2466;0,317;0,1005;11,0335
;;;;;26/05/2016;2,9548;3;0,245;0,314;0,0986;11,0335
;;;;;27/05/2016;3,962;4;0,244;0,3125;0,0976;11,0149
;;;;;28/05/2016;0,5833;1;0,2441;0,3126;0,0977;11,0162
;;;;;29/05/2016;0,0477;0;0,2437;0,3124;0,0976;11,0105
Area_73;Zona_27;Sottoarea_142;45,48834668;12,17084625;20/05/2016;6,6977;7;0,4392;0,611;0,3734;10,7047
;;;;;21/05/2016;2,2705;2;0,4352;0,6017;0,362;10,7047
;;;;;22/05/2016;0,5677;1;0,4357;0,6022;0,3627;10,7181
;;;;;23/05/2016;4,6224;5;0,4363;0,6028;0,3634;10,7327
;;;;;24/05/2016;6,7767;7;0,4367;0,6033;0,364;10,7327
;;;;;25/05/2016;7,2106;7;0,4374;0,6039;0,3647;10,7521
;;;;;26/05/2016;5,8299;6;0,4342;0,5974;0,3569;10,7521
;;;;;27/05/2016;6,586;7;0,4342;0,5977;0,3573;10,763
;;;;;28/05/2016;1,4341;1;0,4343;0,5981;0,3577;10,7686
;;;;;29/05/2016;0,128;0;0,4344;0,5984;0,3581;10,7786
Area_73;Zona_27;Sottoarea_143;45,33045939;12,33034783;20/05/2016;3,003;3;0,2426;0,3372;0,1137;10,9389
;;;;;21/05/2016;0,8068;1;0,2407;0,3335;0,1112;10,9389
;;;;;22/05/2016;0,1228;0;0,2406;0,3336;0,1113;10,9301
;;;;;23/05/2016;3,4007;3;0,241;0,3339;0,1115;10,9483
;;;;;24/05/2016;2,3944;2;0,2414;0,3342;0,1117;10,9483
;;;;;25/05/2016;3,2378;3;0,2416;0,3345;0,1119;10,9534
;;;;;26/05/2016;2,8897;3;0,2398;0,3308;0,1094;10,9534
;;;;;27/05/2016;2,8655;3;0,2399;0,3311;0,1096;10,9601
;;;;;28/05/2016;0,5583;1;0,2402;0,3314;0,1098;10,9649
;;;;;29/05/2016;0,0461;0;0,2397;0,3309;0,1095;10,8706
Area_61;Zona_25;Sottoarea_144;45,42112337;11,02696793;20/05/2016;19,2999;19;0,8302;1,3212;1,7456;13,1422
;;;;;21/05/2016;4,8145;5;0,8241;1,3109;1,7184;13,1422
;;;;;22/05/2016;1,544;2;0,8242;1,3117;1,7206;13,1516
;;;;;23/05/2016;16,7101;17;0,8233;1,3119;1,721;13,0485
;;;;;24/05/2016;19,9207;20;0,824;1,313;1,7239;13,0485
;;;;;25/05/2016;17,9722;18;0,8217;1,3114;1,7198;13,0469
;;;;;26/05/2016;11,5612;12;0,8161;1,3025;1,6966;13,0469
;;;;;27/05/2016;18,6254;19;0,8174;1,3038;1,7;13,0716
;;;;;28/05/2016;4,7434;5;0,8172;1,3045;1,7017;13,0776
;;;;;29/05/2016;2,6379;3;0,8179;1,3056;1,7046;13,0936
Area_74;Zona_27;Sottoarea_145;45,59725477;11,50294435;20/05/2016;9,1216;9;0,65;0,9182;0,8431;11,4244
;;;;;21/05/2016;2,743;3;0,6425;0,8976;0,8057;11,4244
;;;;;22/05/2016;0,6885;1;0,6431;0,8984;0,8071;11,4379
;;;;;23/05/2016;8,7557;9;0,6443;0,8993;0,8087;11,4566
;;;;;24/05/2016;8,5805;9;0,6452;0,9001;0,8102;11,4566
;;;;;25/05/2016;8,4507;8;0,6464;0,901;0,8118;11,48
;;;;;26/05/2016;7,6142;8;0,6409;0,8892;0,7907;11,48
;;;;;27/05/2016;9,4305;9;0,6394;0,8879;0,7884;11,4817
;;;;;28/05/2016;2,442;2;0,6353;0,8804;0,7751;11,472
;;;;;29/05/2016;0,3;0;0,6354;0,8809;0,7761;11,4818
Area_3;Zona_2;Sottoarea_15;40,41825783;16,4805774;20/05/2016;2,9583;3;0,2108;0,2942;0,0866;13,5574
;;;;;21/05/2016;0,65;1;0,21;0,2933;0,086;13,5574
;;;;;22/05/2016;0,0956;0;0,2104;0,2936;0,0862;13,5902
;;;;;23/05/2016;2,265;2;0,2103;0,2936;0,0862;13,5902
;;;;;24/05/2016;2,154;2;0,2107;0,2939;0,0864;13,5902
;;;;;25/05/2016;2,3115;2;0,2103;0,2937;0,0862;13,5723
;;;;;26/05/2016;2,5223;3;0,2095;0,2926;0,0856;13,5723
;;;;;27/05/2016;2,7264;3;0,2093;0,2926;0,0856;13,5648
;;;;;28/05/2016;0,7112;1;0,2093;0,2928;0,0857;13,5784
;;;;;29/05/2016;0,0263;0;0,2097;0,2931;0,0859;13,6074
Area_3;Zona_2;Sottoarea_16;40,48805088;17,27661569;20/05/2016;7,9667;8;0,581;0,8088;0,6542;14,7222
;;;;;21/05/2016;1,5002;2;0,5766;0,8001;0,6401;14,7222
;;;;;22/05/2016;0,0984;0;0,5766;0,8004;0,6407;14,6842
;;;;;23/05/2016;5,43;5;0,5768;0,801;0,6416;14,6842
;;;;;24/05/2016;7,3701;7;0,578;0,8018;0,6428;14,6842
;;;;;25/05/2016;8,2981;8;0,5772;0,8014;0,6422;14,6863
;;;;;26/05/2016;7,2339;7;0,574;0,7964;0,6342;14,6863
;;;;;27/05/2016;6,228;6;0,5733;0,7961;0,6337;14,6655
;;;;;28/05/2016;0,86;1;0,5727;0,7959;0,6335;14,6749
;;;;;29/05/2016;0,0599;0;0,5722;0,7959;0,6335;14,6826
Area_4;Zona_2;Sottoarea_17;40,15105659;15,91156152;20/05/2016;0,5018;1;0,0958;0,1607;0,0258;7,4216
;;;;;21/05/2016;0,6381;1;0,0955;0,1605;0,0257;7,4216
;;;;;22/05/2016;0,0134;0;0,0953;0,1604;0,0257;7,3849
;;;;;23/05/2016;0,8739;1;0,0955;0,1606;0,0258;7,3849
;;;;;24/05/2016;0,985;1;0,0956;0,1607;0,0258;7,3849
;;;;;25/05/2016;0,9895;1;0,0955;0,1608;0,0258;7,362
;;;;;26/05/2016;0,9461;1;0,0951;0,1602;0,0257;7,362
;;;;;27/05/2016;0,6137;1;0,0952;0,1604;0,0257;7,374
;;;;;28/05/2016;0,6481;1;0,0949;0,1602;0,0257;7,374
;;;;;29/05/2016;0,0233;0;0,0942;0,159;0,0253;7,3243
Area_4;Zona_2;Sottoarea_18;40,34985576;15,25050599;20/05/2016;7,9175;8;0,3968;0,564;0,3181;12,7638
;;;;;21/05/2016;1,2117;1;0,3957;0,563;0,3169;12,7638
;;;;;22/05/2016;0,0802;0;0,3955;0,5631;0,3171;12,6714
;;;;;23/05/2016;4,3908;4;0,3957;0,5635;0,3175;12,6714
;;;;;24/05/2016;5,7152;6;0,396;0,5639;0,318;12,6714
;;;;;25/05/2016;6,9238;7;0,3954;0,5636;0,3177;12,6595
;;;;;26/05/2016;4,9967;5;0,3939;0,562;0,3159;12,6595
;;;;;27/05/2016;6,7732;7;0,3947;0,5626;0,3165;12,6883
;;;;;28/05/2016;1,2289;1;0,3954;0,5631;0,3171;12,7181
;;;;;29/05/2016;0,09;0;0,3934;0,5601;0,3137;12,6913
Area_4;Zona_2;Sottoarea_19;40,72423738;15,79130286;20/05/2016;3,4628;3;0,2523;0,3641;0,1326;13,3011
;;;;;21/05/2016;0,9638;1;0,2515;0,3633;0,132;13,3011
;;;;;22/05/2016;0,07;0;0,2518;0,3637;0,1322;13,3052
;;;;;23/05/2016;3,0727;3;0,2521;0,364;0,1325;13,3052
;;;;;24/05/2016;2,732;3;0,2523;0,3643;0,1327;13,3052
;;;;;25/05/2016;4,1425;4;0,2525;0,3646;0,1329;13,2975
;;;;;26/05/2016;2,7806;3;0,2521;0,3644;0,1328;13,2975
;;;;;27/05/2016;4,1128;4;0,2515;0,3638;0,1324;13,2819
;;;;;28/05/2016;0,6416;1;0,2517;0,3641;0,1326;13,2773
;;;;;29/05/2016;0,0533;0;0,2518;0,3644;0,1328;13,2902
Area_57;Zona_21;Sottoarea_2;37,33710752;13,54329624;20/05/2016;6,1327;6;0,4185;0,5601;0,3137;12,4993
;;;;;21/05/2016;2,1917;2;0,4155;0,5539;0,3068;12,4993
;;;;;22/05/2016;0,6041;1;0,415;0,5537;0,3066;12,4912
;;;;;23/05/2016;7,5032;8;0,4153;0,5541;0,307;12,4601
;;;;;24/05/2016;5,8085;6;0,4157;0,5546;0,3076;12,4601
;;;;;25/05/2016;5,2367;5;0,4165;0,5551;0,3082;12,485
;;;;;26/05/2016;5,0204;5;0,4138;0,5502;0,3027;12,485
;;;;;27/05/2016;5,565;6;0,4143;0,5507;0,3032;12,5028
;;;;;28/05/2016;1,5539;2;0,415;0,5512;0,3038;12,5266
;;;;;29/05/2016;0,4;0;0,4142;0,5506;0,3032;12,4955
Area_15;Zona_7;Sottoarea_21;46,04522192;12,05027402;20/05/2016;5,9617;6;0,3505;0,5027;0,2527;9,1629
;;;;;21/05/2016;0,8263;1;0,3478;0,4974;0,2474;9,1629
;;;;;22/05/2016;0,1301;0;0,3472;0,4971;0,2471;9,1627
;;;;;23/05/2016;5,9835;6;0,3474;0,4974;0,2475;9,1531
;;;;;24/05/2016;5,4979;5;0,3479;0,4979;0,2479;9,1531
;;;;;25/05/2016;5,399;5;0,3459;0,4947;0,2447;9,1348
;;;;;26/05/2016;5,0815;5;0,3429;0,4884;0,2385;9,1348
;;;;;27/05/2016;6,0085;6;0,343;0,4887;0,2389;9,1432
;;;;;28/05/2016;1,379;1;0,3432;0,4891;0,2392;9,1526
;;;;;29/05/2016;0,14;0;0,3434;0,4895;0,2396;9,1632
Area_23;Zona_10;Sottoarea_22;45,81711033;9,612599481;20/05/2016;5,2578;5;0,361;0,5151;0,2653;9,7591
;;;;;21/05/2016;1,1366;1;0,3571;0,5051;0,2551;9,7591
;;;;;22/05/2016;0,157;0;0,3574;0,5055;0,2555;9,7728
;;;;;23/05/2016;3,894;4;0,3579;0,506;0,256;9,7677
;;;;;24/05/2016;5,1293;5;0,3583;0,5064;0,2565;9,7677
;;;;;25/05/2016;5,2299;5;0,3586;0,5069;0,2569;9,7778
;;;;;26/05/2016;4,7239;5;0,356;0,5018;0,2518;9,7778
;;;;;27/05/2016;5,3832;5;0,356;0,502;0,252;9,7793
;;;;;28/05/2016;0,9014;1;0,3565;0,5025;0,2525;9,7981
;;;;;29/05/2016;0,1466;0;0,355;0,5007;0,2507;9,7843
Area_23;Zona_10;Sottoarea_23;45,75019316;9,867977568;20/05/2016;7,3446;7;0,4529;0,6371;0,406;10,431
;;;;;21/05/2016;2,1794;2;0,4487;0,6274;0,3936;10,431
;;;;;22/05/2016;0,2488;0;0,4473;0,626;0,3919;10,4111
;;;;;23/05/2016;7,3662;7;0,4476;0,6264;0,3924;10,3983
;;;;;24/05/2016;6,8324;7;0,4482;0,627;0,3932;10,3983
;;;;;25/05/2016;6,4162;6;0,4482;0,6273;0,3935;10,3951
;;;;;26/05/2016;5,3146;5;0,4444;0,6194;0,3836;10,3951
;;;;;27/05/2016;6,1744;6;0,4451;0,62;0,3843;10,4153
;;;;;28/05/2016;1,7265;2;0,4456;0,6205;0,3851;10,4313
;;;;;29/05/2016;0,2058;0;0,4452;0,6205;0,385;10,4367
Area_12;Zona_6;Sottoarea_24;44,41300322;11,38143627;20/05/2016;7,7132;8;0,6657;0,9534;0,909;12,6693
;;;;;21/05/2016;2,6116;3;0,6599;0,941;0,8854;12,6693
;;;;;22/05/2016;0,0899;0;0,6591;0,9407;0,8849;12,6375
;;;;;23/05/2016;7,253;7;0,6598;0,9415;0,8864;12,6375
;;;;;24/05/2016;5,9835;6;0,6607;0,9424;0,8881;12,6375
;;;;;25/05/2016;7,9021;8;0,6588;0,9406;0,8848;12,5746
;;;;;26/05/2016;6,1964;6;0,6535;0,9298;0,8645;12,5746
;;;;;27/05/2016;7,9555;8;0,6518;0,9283;0,8617;12,5749
;;;;;28/05/2016;1,6635;2;0,6527;0,9292;0,8634;12,5967
;;;;;29/05/2016;0,1711;0;0,6535;0,9301;0,865;12,6199
Area_12;Zona_6;Sottoarea_25;44,41289885;11,37344646;20/05/2016;6,265;6;0,5837;0,9288;0,8627;11,9457
;;;;;21/05/2016;1,7405;2;0,5793;0,9213;0,8487;11,9457
;;;;;22/05/2016;0,1001;0;0,5798;0,9221;0,8502;11,9588
;;;;;23/05/2016;5,3541;5;0,5805;0,9229;0,8518;11,9381
;;;;;24/05/2016;6,0862;6;0,5809;0,9237;0,8532;11,9381
;;;;;25/05/2016;6,1545;6;0,5805;0,9239;0,8536;11,9183
;;;;;26/05/2016;5,8257;6;0,5771;0,9192;0,845;11,9183
;;;;;27/05/2016;6,7128;7;0,572;0,9097;0,8275;11,8978
;;;;;28/05/2016;1,1971;1;0,5717;0,91;0,8281;11,8909
;;;;;29/05/2016;0,1562;0;0,5699;0,9085;0,8254;11,8873
Area_60;Zona_25;Sottoarea_26;46,11339138;11,09523313;20/05/2016;6,396;6;0,4583;0,6235;0,3888;11,345
;;;;;21/05/2016;1,9398;2;0,4549;0,6166;0,3802;11,345
;;;;;22/05/2016;0,8099;1;0,4553;0,6171;0,3809;11,3579
;;;;;23/05/2016;6,3846;6;0,4551;0,6172;0,381;11,3579
;;;;;24/05/2016;6,7132;7;0,4544;0,6168;0,3805;11,3579
;;;;;25/05/2016;6,0923;6;0,4541;0,6168;0,3805;11,3632
;;;;;26/05/2016;5,311;5;0,4519;0,6137;0,3766;11,3632
;;;;;27/05/2016;7,538;8;0,4518;0,6138;0,3768;11,3591
;;;;;28/05/2016;1,915;2;0,451;0,6134;0,3762;11,3401
;;;;;29/05/2016;0,4318;0;0,4512;0,6137;0,3766;11,3502
Area_60;Zona_25;Sottoarea_27;46,65300245;11,45089691;20/05/2016;5,855;6;0,4251;0,5692;0,324;11,5349
;;;;;21/05/2016;1,6478;2;0,4221;0,5629;0,3169;11,5349
;;;;;22/05/2016;0,3559;0;0,4225;0,5634;0,3174;11,5482
;;;;;23/05/2016;5,392;5;0,4231;0,564;0,3181;11,56
;;;;;24/05/2016;5,3433;5;0,4228;0,564;0,3181;11,56
;;;;;25/05/2016;6,0272;6;0,4224;0,5638;0,3178;11,561
;;;;;26/05/2016;5,2342;5;0,419;0,5566;0,3099;11,561
;;;;;27/05/2016;6,1927;6;0,418;0,5555;0,3086;11,5341
;;;;;28/05/2016;1,2609;1;0,4182;0,5559;0,3091;11,548
;;;;;29/05/2016;0,992;1;0,4188;0,5565;0,3097;11,5687
Area_24;Zona_10;Sottoarea_28;45,70454611;10,26234435;20/05/2016;10,9446;11;0,6909;0,9987;0,9974;10,4746
;;;;;21/05/2016;2,5872;3;0,6836;0,9804;0,9613;10,4746
;;;;;22/05/2016;0,768;1;0,6809;0,9772;0,9548;10,4652
;;;;;23/05/2016;8,4506;8;0,6821;0,9781;0,9567;10,4845
;;;;;24/05/2016;11,0711;11;0,683;0,979;0,9585;10,4845
;;;;;25/05/2016;11,2199;11;0,6829;0,9795;0,9594;10,4917
;;;;;26/05/2016;9,0684;9;0,6774;0,9682;0,9374;10,4917
;;;;;27/05/2016;10,5425;11;0,6787;0,9692;0,9393;10,5155
;;;;;28/05/2016;2,8949;3;0,6773;0,9681;0,9373;10,5151
;;;;;29/05/2016;0,4831;0;0,6777;0,9689;0,9387;10,5291
Area_25;Zona_10;Sottoarea_29;45,23421061;10,57507977;20/05/2016;10,9492;11;0,692;0,9987;0,9974;11,0034
;;;;;21/05/2016;2,4795;2;0,6824;0,9686;0,9382;11,0034
;;;;;22/05/2016;0,4485;0;0,6807;0,9672;0,9355;11,0018
;;;;;23/05/2016;10,7725;11;0,6812;0,9679;0,9369;10,9921
;;;;;24/05/2016;10,7872;11;0,6825;0,9689;0,9388;10,9921
;;;;;25/05/2016;9,4905;9;0,6836;0,9699;0,9406;11,0151
;;;;;26/05/2016;7,6468;8;0,6777;0,9572;0,9162;11,0151
;;;;;27/05/2016;9,7804;10;0,678;0,9578;0,9174;11,0289
;;;;;28/05/2016;2,1532;2;0,6733;0,9494;0,9014;11,0161
;;;;;29/05/2016;0,424;0;0,6744;0,9503;0,9031;11,0381
Area_42;Zona_16;Sottoarea_3;45,33101713;8,264631871;20/05/2016;1,8361;2;0,1537;0,2178;0,0475;13,2832
