Sottoarea;Data;Vendite Previste;Mean Absolute Error;Root Mean Squared Error;Mean Squared Error;Mean Absolute Percentage Error
;26/05/2016;1,9933;0,1996;0,2837;0,0805;13,042
;27/05/2016;1,8456;0,1993;0,2836;0,0805;12,9901
;28/05/2016;0,5618;0,1988;0,2831;0,0801;12,9822
;29/05/2016;0,0067;0,1991;0,2834;0,0803;13,0111
Sottoarea_137;20/05/2016;5,4751;0,3137;0,4348;0,189;10,3973
;21/05/2016;1,2937;0,3118;0,4315;0,1862;10,3973
;22/05/2016;0,1153;0,3119;0,4318;0,1865;10,4039
;23/05/2016;3,0081;0,3124;0,4322;0,1868;10,4103
;24/05/2016;6,3832;0,3129;0,4326;0,1872;10,4103
;25/05/2016;4,5378;0,3124;0,4323;0,1869;10,4085
;26/05/2016;4,2147;0,3105;0,4293;0,1843;10,4085
;27/05/2016;5,0954;0,3094;0,4279;0,1831;10,3917
;28/05/2016;1,3264;0,3088;0,4275;0,1827;10,3435
;29/05/2016;0,2684;0,3068;0,4239;0,1797;10,3237
Sottoarea_138;20/05/2016;3,9968;0,2711;0,3786;0,1433;9,6411
;21/05/2016;0,9391;0,2697;0,3762;0,1415;9,6411
;22/05/2016;0,0034;0,2697;0,3765;0,1417;9,6456
;23/05/2016;4,3706;0,2694;0,3764;0,1416;9,6182
;24/05/2016;3,4333;0,27;0,3767;0,1419;9,6182
;25/05/2016;4,6111;0,2704;0,3771;0,1422;9,6361
;26/05/2016;2,957;0,2686;0,374;0,1399;9,6361
;27/05/2016;3,9604;0,2687;0,3742;0,14;9,6411
;28/05/2016;0,6477;0,2683;0,374;0,1399;9,6087
;29/05/2016;0,0167;0,2675;0,3732;0,1393;9,5998
Sottoarea_139;20/05/2016;6,78;0,4893;0,6943;0,482;10,6542
;21/05/2016;1,8754;0,4843;0,6819;0,465;10,6542
;22/05/2016;0,1991;0,4832;0,681;0,4637;10,6517
;23/05/2016;5,9853;0,483;0,6812;0,464;10,5462
;24/05/2016;6,9136;0,4838;0,6818;0,4649;10,5462
;25/05/2016;7,258;0,4841;0,6824;0,4657;10,5584
;26/05/2016;6,7991;0,4799;0,6734;0,4535;10,5584
;27/05/2016;7,6128;0,4791;0,6729;0,4528;10,5415
;28/05/2016;0,964;0,4776;0,6713;0,4506;10,5399
;29/05/2016;0,183;0,4775;0,6715;0,4509;10,5507
Sottoarea_14;20/05/2016;3,0558;0,2246;0,3477;0,1209;14,4949
;21/05/2016;0,2304;0,2236;0,3463;0,1199;14,4949
;22/05/2016;0,0282;0,2237;0,3466;0,1201;14,5133
;23/05/2016;2,4052;0,2239;0,3469;0,1204;14,5256
;24/05/2016;2,6049;0,224;0,3472;0,1205;14,5256
;25/05/2016;2,055;0,2242;0,3475;0,1207;14,5284
;26/05/2016;1,6129;0,2233;0,3466;0,1201;14,5284
;27/05/2016;2,8002;0,2222;0,3452;0,1192;14,5284
;28/05/2016;0,4289;0,222;0,3452;0,1192;14,4783
;29/05/2016;0,0061;0,2217;0,3451;0,1191;14,412
Sottoarea_140;20/05/2016;8,8394;0,5183;0,7385;0,5453;9,5791
;21/05/2016;2,9166;0,5123;0,7221;0,5214;9,5791
;22/05/2016;0,2016;0,513;0,7228;0,5224;9,596
;23/05/2016;4,0997;0,5131;0,7232;0,523;9,596
;24/05/2016;8,6085;0,5139;0,7239;0,524;9,596
;25/05/2016;9,3224;0,5144;0,7245;0,525;9,6086
;26/05/2016;8,292;0,5104;0,7163;0,5131;9,6086
;27/05/2016;8,6197;0,5111;0,717;0,5141;9,6255
;28/05/2016;2,4916;0,5104;0,7166;0,5135;9,6271
;29/05/2016;0,1695;0,5095;0,7162;0,5129;9,6314
Sottoarea_141;20/05/2016;4,0602;0,2474;0,3209;0,103;10,9991
;21/05/2016;0,9397;0,2453;0,3159;0,0998;10,9991
;22/05/2016;0,2176;0,2456;0,3162;0,1;11,0162
;23/05/2016;2,3159;0,2461;0,3165;0,1002;11,0331
;24/05/2016;4,2838;0,2465;0,3169;0,1004;11,0331
;25/05/2016;3,8526;0,2466;0,317;0,1005;11,0335
;26/05/2016;2,9548;0,245;0,314;0,0986;11,0335
;27/05/2016;3,962;0,244;0,3125;0,0976;11,0149
;28/05/2016;0,5833;0,2441;0,3126;0,0977;11,0162
;29/05/2016;0,0477;0,2437;0,3124;0,0976;11,0105
Sottoarea_142;20/05/2016;6,6977;0,4392;0,611;0,3734;10,7047
;21/05/2016;2,2705;0,4352;0,6017;0,362;10,7047
;22/05/2016;0,5677;0,4357;0,6022;0,3627;10,7181
;23/05/2016;4,6224;0,4363;0,6028;0,3634;10,7327
;24/05/2016;6,7767;0,4367;0,6033;0,364;10,7327
;25/05/2016;7,2106;0,4374;0,6039;0,3647;10,7521
;26/05/2016;5,8299;0,4342;0,5974;0,3569;10,7521
;27/05/2016;6,586;0,4342;0,5977;0,3573;10,763
;28/05/2016;1,4341;0,4343;0,5981;0,3577;10,7686
;29/05/2016;0,128;0,4344;0,5984;0,3581;10,7786
Sottoarea_143;20/05/2016;3,003;0,2426;0,3372;0,1137;10,9389
;21/05/2016;0,8068;0,2407;0,3335;0,1112;10,9389
;22/05/2016;0,1228;0,2406;0,3336;0,1113;10,9301
;23/05/2016;3,4007;0,241;0,3339;0,1115;10,9483
;24/05/2016;2,3944;0,2414;0,3342;0,1117;10,9483
;25/05/2016;3,2378;0,2416;0,3345;0,1119;10,9534
;26/05/2016;2,8897;0,2398;0,3308;0,1094;10,9534
;27/05/2016;2,8655;0,2399;0,3311;0,1096;10,9601
;28/05/2016;0,5583;0,2402;0,3314;0,1098;10,9649
;29/05/2016;0,0461;0,2397;0,3309;0,1095;10,8706
Sottoarea_144;20/05/2016;19,2999;0,8302;1,3212;1,7456;13,1422
;21/05/2016;4,8145;0,8241;1,3109;1,7184;13,1422
;22/05/2016;1,544;0,8242;1,3117;1,7206;13,1516
;23/05/2016;16,7101;0,8233;1,3119;1,721;13,0485
;24/05/2016;19,9207;0,824;1,313;1,7239;13,0485
;25/05/2016;17,9722;0,8217;1,3114;1,7198;13,0469
;26/05/2016;11,5612;0,8161;1,3025;1,6966;13,0469
;27/05/2016;18,6254;0,8174;1,3038;1,7;13,0716
;28/05/2016;4,7434;0,8172;1,3045;1,7017;13,0776
;29/05/2016;2,6379;0,8179;1,3056;1,7046;13,0936
Sottoarea_145;20/05/2016;9,1216;0,65;0,9182;0,8431;11,4244
;21/05/2016;2,743;0,6425;0,8976;0,8057;11,4244
;22/05/2016;0,6885;0,6431;0,8984;0,8071;11,4379
;23/05/2016;8,7557;0,6443;0,8993;0,8087;11,4566
;24/05/2016;8,5805;0,6452;0,9001;0,8102;11,4566
;25/05/2016;8,4507;0,6464;0,901;0,8118;11,48
;26/05/2016;7,6142;0,6409;0,8892;0,7907;11,48
;27/05/2016;9,4305;0,6394;0,8879;0,7884;11,4817
;28/05/2016;2,442;0,6353;0,8804;0,7751;11,472
;29/05/2016;0,3;0,6354;0,8809;0,7761;11,4818
Sottoarea_15;20/05/2016;2,9583;0,2108;0,2942;0,0866;13,5574
;21/05/2016;0,65;0,21;0,2933;0,086;13,5574
;22/05/2016;0,0956;0,2104;0,2936;0,0862;13,5902
;23/05/2016;2,265;0,2103;0,2936;0,0862;13,5902
;24/05/2016;2,154;0,2107;0,2939;0,0864;13,5902
;25/05/2016;2,3115;0,2103;0,2937;0,0862;13,5723
;26/05/2016;2,5223;0,2095;0,2926;0,0856;13,5723
;27/05/2016;2,7264;0,2093;0,2926;0,0856;13,5648
;28/05/2016;0,7112;0,2093;0,2928;0,0857;13,5784
;29/05/2016;0,0263;0,2097;0,2931;0,0859;13,6074
Sottoarea_16;20/05/2016;7,9667;0,581;0,8088;0,6542;14,7222
;21/05/2016;1,5002;0,5766;0,8001;0,6401;14,7222
;22/05/2016;0,0984;0,5766;0,8004;0,6407;14,6842
;23/05/2016;5,43;0,5768;0,801;0,6416;14,6842
;24/05/2016;7,3701;0,578;0,8018;0,6428;14,6842
;25/05/2016;8,2981;0,5772;0,8014;0,6422;14,6863
;26/05/2016;7,2339;0,574;0,7964;0,6342;14,6863
;27/05/2016;6,228;0,5733;0,7961;0,6337;14,6655
;28/05/2016;0,86;0,5727;0,7959;0,6335;14,6749
;29/05/2016;0,0599;0,5722;0,7959;0,6335;14,6826
Sottoarea_17;20/05/2016;0,5018;0,0958;0,1607;0,0258;7,4216
;21/05/2016;0,6381;0,0955;0,1605;0,0257;7,4216
;22/05/2016;0,0134;0,0953;0,1604;0,0257;7,3849
;23/05/2016;0,8739;0,0955;0,1606;0,0258;7,3849
;24/05/2016;0,985;0,0956;0,1607;0,0258;7,3849
;25/05/2016;0,9895;0,0955;0,1608;0,0258;7,362
;26/05/2016;0,9461;0,0951;0,1602;0,0257;7,362
;27/05/2016;0,6137;0,0952;0,1604;0,0257;7,374
;28/05/2016;0,6481;0,0949;0,1602;0,0257;7,374
;29/05/2016;0,0233;0,0942;0,159;0,0253;7,3243
Sottoarea_18;20/05/2016;7,9175;0,3968;0,564;0,3181;12,7638
;21/05/2016;1,2117;0,3957;0,563;0,3169;12,7638
;22/05/2016;0,0802;0,3955;0,5631;0,3171;12,6714
;23/05/2016;4,3908;0,3957;0,5635;0,3175;12,6714
;24/05/2016;5,7152;0,396;0,5639;0,318;12,6714
;25/05/2016;6,9238;0,3954;0,5636;0,3177;12,6595
;26/05/2016;4,9967;0,3939;0,562;0,3159;12,6595
;27/05/2016;6,7732;0,3947;0,5626;0,3165;12,6883
;28/05/2016;1,2289;0,3954;0,5631;0,3171;12,7181
;29/05/2016;0,09;0,3934;0,5601;0,3137;12,6913
Sottoarea_19;20/05/2016;3,4628;0,2523;0,3641;0,1326;13,3011
;21/05/2016;0,9638;0,2515;0,3633;0,132;13,3011
;22/05/2016;0,07;0,2518;0,3637;0,1322;13,3052
;23/05/2016;3,0727;0,2521;0,364;0,1325;13,3052
;24/05/2016;2,732;0,2523;0,3643;0,1327;13,3052
;25/05/2016;4,1425;0,2525;0,3646;0,1329;13,2975
;26/05/2016;2,7806;0,2521;0,3644;0,1328;13,2975
;27/05/2016;4,1128;0,2515;0,3638;0,1324;13,2819
;28/05/2016;0,6416;0,2517;0,3641;0,1326;13,2773
;29/05/2016;0,0533;0,2518;0,3644;0,1328;13,2902
Sottoarea_2;20/05/2016;6,1327;0,4185;0,5601;0,3137;12,4993
;21/05/2016;2,1917;0,4155;0,5539;0,3068;12,4993
;22/05/2016;0,6041;0,415;0,5537;0,3066;12,4912
;23/05/2016;7,5032;0,4153;0,5541;0,307;12,4601
;24/05/2016;5,8085;0,4157;0,5546;0,3076;12,4601
;25/05/2016;5,2367;0,4165;0,5551;0,3082;12,485
;26/05/2016;5,0204;0,4138;0,5502;0,3027;12,485
;27/05/2016;5,565;0,4143;0,5507;0,3032;12,5028
;28/05/2016;1,5539;0,415;0,5512;0,3038;12,5266
;29/05/2016;0,4;0,4142;0,5506;0,3032;12,4955
Sottoarea_21;20/05/2016;5,9617;0,3505;0,5027;0,2527;9,1629
;21/05/2016;0,8263;0,3478;0,4974;0,2474;9,1629
;22/05/2016;0,1301;0,3472;0,4971;0,2471;9,1627
;23/05/2016;5,9835;0,3474;0,4974;0,2475;9,1531
;24/05/2016;5,4979;0,3479;0,4979;0,2479;9,1531
;25/05/2016;5,399;0,3459;0,4947;0,2447;9,1348
;26/05/2016;5,0815;0,3429;0,4884;0,2385;9,1348
;27/05/2016;6,0085;0,343;0,4887;0,2389;9,1432
;28/05/2016;1,379;0,3432;0,4891;0,2392;9,1526
;29/05/2016;0,14;0,3434;0,4895;0,2396;9,1632
Sottoarea_22;20/05/2016;5,2578;0,361;0,5151;0,2653;9,7591
;21/05/2016;1,1366;0,3571;0,5051;0,2551;9,7591
;22/05/2016;0,157;0,3574;0,5055;0,2555;9,7728
;23/05/2016;3,894;0,3579;0,506;0,256;9,7677
;24/05/2016;5,1293;0,3583;0,5064;0,2565;9,7677
;25/05/2016;5,2299;0,3586;0,5069;0,2569;9,7778
;26/05/2016;4,7239;0,356;0,5018;0,2518;9,7778
;27/05/2016;5,3832;0,356;0,502;0,252;9,7793
;28/05/2016;0,9014;0,3565;0,5025;0,2525;9,7981
;29/05/2016;0,1466;0,355;0,5007;0,2507;9,7843
Sottoarea_23;20/05/2016;7,3446;0,4529;0,6371;0,406;10,431
;21/05/2016;2,1794;0,4487;0,6274;0,3936;10,431
;22/05/2016;0,2488;0,4473;0,626;0,3919;10,4111
;23/05/2016;7,3662;0,4476;0,6264;0,3924;10,3983
;24/05/2016;6,8324;0,4482;0,627;0,3932;10,3983
;25/05/2016;6,4162;0,4482;0,6273;0,3935;10,3951
;26/05/2016;5,3146;0,4444;0,6194;0,3836;10,3951
;27/05/2016;6,1744;0,4451;0,62;0,3843;10,4153
;28/05/2016;1,7265;0,4456;0,6205;0,3851;10,4313
;29/05/2016;0,2058;0,4452;0,6205;0,385;10,4367
Sottoarea_24;20/05/2016;7,7132;0,6657;0,9534;0,909;12,6693
;21/05/2016;2,6116;0,6599;0,941;0,8854;12,6693
;22/05/2016;0,0899;0,6591;0,9407;0,8849;12,6375
;23/05/2016;7,253;0,6598;0,9415;0,8864;12,6375
;24/05/2016;5,9835;0,6607;0,9424;0,8881;12,6375
;25/05/2016;7,9021;0,6588;0,9406;0,8848;12,5746
;26/05/2016;6,1964;0,6535;0,9298;0,8645;12,5746
;27/05/2016;7,9555;0,6518;0,9283;0,8617;12,5749
;28/05/2016;1,6635;0,6527;0,9292;0,8634;12,5967
;29/05/2016;0,1711;0,6535;0,9301;0,865;12,6199
Sottoarea_25;20/05/2016;6,265;0,5837;0,9288;0,8627;11,9457
;21/05/2016;1,7405;0,5793;0,9213;0,8487;11,9457
;22/05/2016;0,1001;0,5798;0,9221;0,8502;11,9588
;23/05/2016;5,3541;0,5805;0,9229;0,8518;11,9381
;24/05/2016;6,0862;0,5809;0,9237;0,8532;11,9381
;25/05/2016;6,1545;0,5805;0,9239;0,8536;11,9183
;26/05/2016;5,8257;0,5771;0,9192;0,845;11,9183
;27/05/2016;6,7128;0,572;0,9097;0,8275;11,8978
;28/05/2016;1,1971;0,5717;0,91;0,8281;11,8909
;29/05/2016;0,1562;0,5699;0,9085;0,8254;11,8873
Sottoarea_26;20/05/2016;6,396;0,4583;0,6235;0,3888;11,345
;21/05/2016;1,9398;0,4549;0,6166;0,3802;11,345
;22/05/2016;0,8099;0,4553;0,6171;0,3809;11,3579
;23/05/2016;6,3846;0,4551;0,6172;0,381;11,3579
;24/05/2016;6,7132;0,4544;0,6168;0,3805;11,3579
;25/05/2016;6,0923;0,4541;0,6168;0,3805;11,3632
;26/05/2016;5,311;0,4519;0,6137;0,3766;11,3632
;27/05/2016;7,538;0,4518;0,6138;0,3768;11,3591
;28/05/2016;1,915;0,451;0,6134;0,3762;11,3401
;29/05/2016;0,4318;0,4512;0,6137;0,3766;11,3502
Sottoarea_27;20/05/2016;5,855;0,4251;0,5692;0,324;11,5349
;21/05/2016;1,6478;0,4221;0,5629;0,3169;11,5349
;22/05/2016;0,3559;0,4225;0,5634;0,3174;11,5482
;23/05/2016;5,392;0,4231;0,564;0,3181;11,56
;24/05/2016;5,3433;0,4228;0,564;0,3181;11,56
;25/05/2016;6,0272;0,4224;0,5638;0,3178;11,561
;26/05/2016;5,2342;0,419;0,5566;0,3099;11,561
;27/05/2016;6,1927;0,418;0,5555;0,3086;11,5341
;28/05/2016;1,2609;0,4182;0,5559;0,3091;11,548
;29/05/2016;0,992;0,4188;0,5565;0,3097;11,5687
Sottoarea_28;20/05/2016;10,9446;0,6909;0,9987;0,9974;10,4746
;21/05/2016;2,5872;0,6836;0,9804;0,9613;10,4746
;22/05/2016;0,768;0,6809;0,9772;0,9548;10,4652
;23/05/2016;8,4506;0,6821;0,9781;0,9567;10,4845
;24/05/2016;11,0711;0,683;0,979;0,9585;10,4845
;25/05/2016;11,2199;0,6829;0,9795;0,9594;10,4917
;26/05/2016;9,0684;0,6774;0,9682;0,9374;10,4917
;27/05/2016;10,5425;0,6787;0,9692;0,9393;10,5155
;28/05/2016;2,8949;0,6773;0,9681;0,9373;10,5151
;29/05/2016;0,4831;0,6777;0,9689;0,9387;10,5291
Sottoarea_29;20/05/2016;10,9492;0,692;0,9987;0,9974;11,0034
;21/05/2016;2,4795;0,6824;0,9686;0,9382;11,0034
;22/05/2016;0,4485;0,6807;0,9672;0,9355;11,0018
;23/05/2016;10,7725;0,6812;0,9679;0,9369;10,9921
;24/05/2016;10,7872;0,6825;0,9689;0,9388;10,9921
;25/05/2016;9,4905;0,6836;0,9699;0,9406;11,0151
;26/05/2016;7,6468;0,6777;0,9572;0,9162;11,0151
;27/05/2016;9,7804;0,678;0,9578;0,9174;11,0289
;28/05/2016;2,1532;0,6733;0,9494;0,9014;11,0161
;29/05/2016;0,424;0,6744;0,9503;0,9031;11,0381
Sottoarea_3;20/05/2016;1,8361;0,1537;0,2178;0,0475;13,2832
;21/05/2016;0,115;0,1533;0,2175;0,0473;13,2832
;22/05/2016;0,0267;0,1526;0,2167;0,047;13,2527
;23/05/2016;1,8372;0,1528;0,2169;0,047;13,2527
;24/05/2016;1,15;0,1531;0,2171;0,0471;13,2527
;25/05/2016;1,5613;0,1532;0,2173;0,0472;13,2619
;26/05/2016;1,7666;0,1525;0,2163;0,0468;13,2619
;27/05/2016;1,7171;0,1525;0,2164;0,0468;13,2756
;28/05/2016;0,7575;0,1526;0,2166;0,0469;13,2886
;29/05/2016;0,04;0,1518;0,2155;0,0464;13,2766
Sottoarea_30;20/05/2016;6,6002;0,3572;0,5015;0,2515;12,9065
;21/05/2016;2,8235;0,3557;0,4995;0,2495;12,9065
;22/05/2016;0,8742;0,3558;0,4999;0,2499;12,9041
;23/05/2016;5,4864;0,3565;0,5004;0,2504;12,9311
;24/05/2016;4,3176;0,3572;0,5009;0,2509;12,9311
;25/05/2016;4,8012;0,3568;0,5008;0,2508;12,9299
;26/05/2016;3,5989;0,3559;0,4999;0,2499;12,7681
;27/05/2016;6,9389;0,3559;0,5001;0,2501;12,7557
;28/05/2016;2,26;0,3561;0,5005;0,2505;12,7676
;29/05/2016;0,76;0,3561;0,5008;0,2508;12,776
Sottoarea_31;20/05/2016;9,0021;0,4938;0,6928;0,4799;12,267
;21/05/2016;3,0144;0,4907;0,6874;0,4725;12,267
;22/05/2016;1,0494;0,49;0,687;0,472;12,2301
;23/05/2016;7,5772;0,4903;0,6875;0,4727;12,1819
;24/05/2016;7,3457;0,4912;0,6882;0,4736;12,1819
;25/05/2016;7,9558;0,4918;0,6888;0,4745;12,2004
;26/05/2016;6,1033;0,49;0,6868;0,4716;11,9177
;27/05/2016;9,1223;0,4896;0,6868;0,4716;11,9059
;28/05/2016;3,2033;0,4901;0,6873;0,4724;11,9172
;29/05/2016;0,9694;0,491;0,688;0,4734;11,9425
Sottoarea_32;20/05/2016;0,4549;0,0999;0,1522;0,0231;19,9271
;21/05/2016;0,0793;0,1;0,1523;0,0232;19,9271
;22/05/2016;0,02;0,1002;0,1524;0,0232;19,9271
;23/05/2016;0,1208;0,1004;0,1526;0,0233;19,9271
;24/05/2016;0,3947;0,1006;0,1527;0,0233;19,9271
;25/05/2016;0,4048;0,1007;0,1529;0,0234;19,9271
;26/05/2016;0,6254;0,1009;0,153;0,0234;19,9271
;27/05/2016;0,6522;0,1009;0,1531;0,0234;19,9271
;28/05/2016;0,0793;0,101;0,1532;0,0235;19,9271
;29/05/2016;0,02;0,1011;0,1534;0,0235;19,9271
Sottoarea_33;20/05/2016;2,0879;0,1678;0,2489;0,0619;12,1308
;21/05/2016;0,9125;0,1671;0,2482;0,0616;12,1308
;22/05/2016;0,0267;0,1672;0,2484;0,0617;12,1328
;23/05/2016;2,0119;0,1675;0,2486;0,0618;12,1328
;24/05/2016;1,4084;0,1678;0,2489;0,0619;12,1328
;25/05/2016;1,4527;0,167;0,2478;0,0614;12,0115
;26/05/2016;1,1814;0,167;0,2479;0,0615;12,0087
;27/05/2016;2,155;0,1668;0,2478;0,0614;11,9612
;28/05/2016;0,8602;0,1669;0,248;0,0615;11,964
;29/05/2016;0,03;0,1668;0,248;0,0615;11,9319
Sottoarea_34;20/05/2016;3,9042;0,2496;0,3344;0,1118;12,3687
;21/05/2016;1,7504;0,2484;0,3325;0,1106;12,3687
;22/05/2016;0,0508;0,2484;0,3326;0,1106;12,3305
;23/05/2016;2,355;0,2487;0,3329;0,1108;12,3365
;24/05/2016;2,5527;0,2488;0,3331;0,111;12,3365
;25/05/2016;3,3767;0,2481;0,3324;0,1105;12,3172
;26/05/2016;2,8245;0,2482;0,3326;0,1106;12,3084
;27/05/2016;3,9911;0,2487;0,333;0,1109;12,3353
;28/05/2016;1,8825;0,2485;0,3329;0,1108;12,3209
;29/05/2016;0,1133;0,2485;0,3331;0,1109;12,3223
Sottoarea_35;20/05/2016;8,6781;0,4918;0,6705;0,4495;12,407
;21/05/2016;3,3261;0,4882;0,6632;0,4398;12,407
;22/05/2016;1,5791;0,4886;0,6637;0,4405;12,4182
;23/05/2016;6,1907;0,4893;0,6644;0,4414;12,4337
;24/05/2016;6,8357;0,4902;0,665;0,4423;12,4556
;25/05/2016;8,25;0,4889;0,6637;0,4405;12,4468
;26/05/2016;6,18;0,4875;0,6622;0,4385;12,338
;27/05/2016;9,5257;0,4873;0,6623;0,4386;12,3313
;28/05/2016;4,3719;0,4879;0,6629;0,4395;12,3521
;29/05/2016;0,99;0,4871;0,6623;0,4387;12,3508
Sottoarea_36;20/05/2016;3,864;0,4384;0,5997;0,3596;13,9701
;21/05/2016;1,4144;0,4362;0,5964;0,3557;13,9701
;22/05/2016;0,3567;0,4369;0,597;0,3564;13,9933
;23/05/2016;5,67;0,4377;0,5976;0,3571;14,0245
;24/05/2016;4,9415;0,4385;0,5982;0,3578;14,0245
;25/05/2016;5,58;0,4377;0,5976;0,3572;13,8682
;26/05/2016;4,3166;0,4365;0,5963;0,3556;13,8682
;27/05/2016;5,3424;0,437;0,5969;0,3563;13,8867
;28/05/2016;1,7917;0,4376;0,5975;0,357;13,9092
;29/05/2016;0,2467;0,4381;0,598;0,3576;13,9268
Sottoarea_37;20/05/2016;13,0091;0,9852;1,3563;1,8397;15,6231
;21/05/2016;4,5222;0,9801;1,3483;1,8179;15,6231
;22/05/2016;0,8084;0,9804;1,3491;1,8201;15,6307
;23/05/2016;12,5454;0,982;1,3504;1,8237;15,6583
;24/05/2016;13,2313;0,9836;1,3518;1,8273;15,6583
;25/05/2016;13,9834;0,9835;1,3523;1,8287;15,6352
;26/05/2016;12,6739;0,9784;1,3444;1,8074;14,9064
;27/05/2016;13,8561;0,9801;1,3457;1,811;14,9358
;28/05/2016;6,0616;0,9807;1,3468;1,8138;14,9522
;29/05/2016;0,5359;0,9818;1,3479;1,817;14,9745
Sottoarea_38;20/05/2016;3,768;0,2522;0,3383;0,1144;12,4421
;21/05/2016;1,6266;0,2514;0,3374;0,1138;12,4421
;22/05/2016;0,0666;0,2516;0,3377;0,114;12,437
;23/05/2016;2,7858;0,2521;0,338;0,1142;12,464
;24/05/2016;3,7034;0,2524;0,3383;0,1145;12,464
;25/05/2016;3,1885;0,2526;0,3386;0,1146;12,4552
;26/05/2016;2,5713;0,2518;0,3376;0,114;12,4552
;27/05/2016;3,0977;0,2516;0,3376;0,114;12,3985
;28/05/2016;0,7104;0,2518;0,3379;0,1141;12,4127
;29/05/2016;0,0367;0,2515;0,3378;0,1141;12,3957
Sottoarea_39;20/05/2016;6,8657;0,4369;0,5856;0,3429;11,5321
;21/05/2016;2,5433;0,4337;0,5793;0,3356;11,5321
;22/05/2016;0,1567;0,4343;0,5798;0,3362;11,5482
;23/05/2016;5,5142;0,4343;0,5801;0,3365;11,4737
;24/05/2016;6,616;0,4351;0,5807;0,3372;11,4737
;25/05/2016;6,3558;0,4344;0,5801;0,3365;11,4085
;26/05/2016;5,157;0,4329;0,5785;0,3346;11,1747
;27/05/2016;5,9407;0,4325;0,5783;0,3344;11,1237
;28/05/2016;2,1762;0,4333;0,5789;0,3351;11,1476
;29/05/2016;0,2267;0,434;0,5794;0,3357;11,1694
Sottoarea_4;20/05/2016;5,6665;0,3847;0,5928;0,3514;9,3732
;21/05/2016;1,5244;0,3814;0,5864;0,3438;9,3732
;22/05/2016;0,0667;0,3799;0,5849;0,3421;9,3509
;23/05/2016;4,7175;0,3804;0,5854;0,3427;9,3391
;24/05/2016;4,9914;0,3812;0,586;0,3434;9,3391
;25/05/2016;8,1154;0,3809;0,5862;0,3436;9,2988
;26/05/2016;6,7819;0,3783;0,5817;0,3384;9,2988
;27/05/2016;6,0983;0,3789;0,5823;0,3391;9,3173
;28/05/2016;1,067;0,3784;0,5822;0,339;9,3144
;29/05/2016;0,0667;0,3791;0,5828;0,3396;9,3372
Sottoarea_40;20/05/2016;8,6448;0,5068;0,6958;0,4841;12,4342
;21/05/2016;2,4287;0,5049;0,6934;0,4809;12,4342
;22/05/2016;0,4142;0,5046;0,6936;0,481;12,4269
;23/05/2016;7,804;0,5051;0,6942;0,4819;12,4252
;24/05/2016;8,7082;0,5061;0,6949;0,4828;12,4252
;25/05/2016;7,956;0,5051;0,694;0,4817;12,338
;26/05/2016;7,1633;0,5036;0,6925;0,4796;12,2252
;27/05/2016;8,1752;0,5029;0,6922;0,4791;12,1899
;28/05/2016;2,6843;0,5035;0,6928;0,48;12,2072
;29/05/2016;0,2499;0,5038;0,6933;0,4807;12,2208
Sottoarea_41;20/05/2016;5,6048;0,5226;0,7414;0,5497;15,5126
;21/05/2016;1,772;0,5197;0,7368;0,5429;15,5126
;22/05/2016;0,4112;0,5177;0,7345;0,5395;15,2057
;23/05/2016;4,8785;0,5173;0,7345;0,5394;15,07
;24/05/2016;5,4851;0,5173;0,7349;0,54;15,07
;25/05/2016;5,4612;0,5164;0,7343;0,5392;14,9917
;26/05/2016;4,8563;0,5158;0,7341;0,5389;14,9633
;27/05/2016;6,3763;0,5144;0,7328;0,537;14,9042
;28/05/2016;1,4568;0,5149;0,7335;0,538;14,9279
;29/05/2016;0,0709;0,5152;0,734;0,5388;14,9334
Sottoarea_42;20/05/2016;9,0417;0,8143;1,1576;1,3399;16,3386
;21/05/2016;3,2008;0,8106;1,1527;1,3288;16,3386
;22/05/2016;0,2852;0,8091;1,1517;1,3264;16,2574
;23/05/2016;8,6956;0,8101;1,1528;1,3288;16,281
;24/05/2016;7,511;0,811;1,1538;1,3312;16,281
;25/05/2016;8,0935;0,81;1,1535;1,3305;16,2451
;26/05/2016;8,6666;0,8076;1,1512;1,3253;15,8439
;27/05/2016;9,9732;0,8076;1,1518;1,3266;15,8425
;28/05/2016;3,0618;0,8079;1,1525;1,3283;15,8565
;29/05/2016;0,0404;0,8095;1,1537;1,331;15,8912
Sottoarea_43;20/05/2016;9,1013;0,6294;0,9299;0,8648;10,5134
;21/05/2016;2,7942;0,6229;0,9143;0,836;10,5134
;22/05/2016;0,1301;0,6227;0,9147;0,8367;10,5195
;23/05/2016;6,1463;0,6229;0,9153;0,8378;10,5195
;24/05/2016;10,9226;0,6235;0,9161;0,8393;10,5195
;25/05/2016;10,8909;0,6245;0,917;0,8409;10,5382
;26/05/2016;8,8802;0,6197;0,9077;0,8238;10,5382
;27/05/2016;10,0237;0,6208;0,9086;0,8255;10,5601
;28/05/2016;1,2497;0,6186;0,9062;0,8213;10,5543
;29/05/2016;0,0478;0,6176;0,9057;0,8203;10,5462
Sottoarea_44;20/05/2016;5,5973;0,4;0,5604;0,314;10,7621
;21/05/2016;1,6123;0,3978;0,5569;0,3102;10,7621
;22/05/2016;0,2062;0,3959;0,5543;0,3072;10,7346
;23/05/2016;4,5578;0,3961;0,5546;0,3076;10,7346
;24/05/2016;4,7947;0,3968;0,5552;0,3082;10,7346
