"Sottoarea_144.Prodotto_1.Zona","Sottoarea_144.Prodotto_1.Zona_Number","Sottoarea_144.Prodotto_1.Area","Sottoarea_144.Prodotto_1.Area_Number","Sottoarea_144.Prodotto_1.Sottoarea","Sottoarea_144.Prodotto_1.Sottoarea_Number","Sottoarea_144.Prodotto_1.Latitudine","Sottoarea_144.Prodotto_1.Longitudine","Sottoarea_144.Prodotto_1.Categoria_prodotto","Sottoarea_144.Prodotto_1.Categoria_prodotto_Number","Sottoarea_144.Prodotto_1.Data","Sottoarea_144.Prodotto_1.Year","Sottoarea_144.Prodotto_1.Month","Sottoarea_144.Prodotto_1.Day_Number","Sottoarea_144.Prodotto_1.Day","Sottoarea_144.Prodotto_1.Weekend","Sottoarea_144.Prodotto_1.Holiday","Sottoarea_144.Prodotto_1.Season","Sottoarea_144.Prodotto_1.Vendite"
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-05-26","2014","maggio",26,"lunedì",0,0,"primavera",8
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-05-27","2014","maggio",27,"martedì",0,0,"primavera",12
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-05-28","2014","maggio",28,"mercoledì",0,0,"primavera",13
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-05-29","2014","maggio",29,"giovedì",0,0,"primavera",12
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-05-30","2014","maggio",30,"venerdì",0,0,"primavera",11
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-05-31","2014","maggio",31,"sabato",1,0,"primavera",5
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-06-01","2014","giugno",1,"domenica",1,0,"primavera",0
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-06-02","2014","giugno",2,"lunedì",0,1,"primavera",0
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-06-03","2014","giugno",3,"martedì",0,0,"primavera",10
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-06-04","2014","giugno",4,"mercoledì",0,0,"primavera",13
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-06-05","2014","giugno",5,"giovedì",0,0,"primavera",16
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-06-06","2014","giugno",6,"venerdì",0,0,"primavera",16
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-06-07","2014","giugno",7,"sabato",1,0,"primavera",6
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-06-08","2014","giugno",8,"domenica",1,0,"primavera",0
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-06-09","2014","giugno",9,"lunedì",0,0,"primavera",11
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-06-10","2014","giugno",10,"martedì",0,0,"primavera",12
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-06-11","2014","giugno",11,"mercoledì",0,0,"primavera",13
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-06-12","2014","giugno",12,"giovedì",0,0,"primavera",14
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-06-13","2014","giugno",13,"venerdì",0,0,"primavera",14
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-06-14","2014","giugno",14,"sabato",1,0,"primavera",6
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-06-15","2014","giugno",15,"domenica",1,0,"primavera",0
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-06-16","2014","giugno",16,"lunedì",0,0,"primavera",8
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-06-17","2014","giugno",17,"martedì",0,0,"primavera",14
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-06-18","2014","giugno",18,"mercoledì",0,0,"primavera",12
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-06-19","2014","giugno",19,"giovedì",0,0,"primavera",12
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-06-20","2014","giugno",20,"venerdì",0,0,"primavera",12
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-06-21","2014","giugno",21,"sabato",1,0,"estate",7
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-06-22","2014","giugno",22,"domenica",1,0,"estate",1
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-06-23","2014","giugno",23,"lunedì",0,0,"estate",6
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-06-24","2014","giugno",24,"martedì",0,0,"estate",13
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-06-25","2014","giugno",25,"mercoledì",0,0,"estate",12
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-06-26","2014","giugno",26,"giovedì",0,0,"estate",13
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-06-27","2014","giugno",27,"venerdì",0,0,"estate",13
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-06-28","2014","giugno",28,"sabato",1,0,"estate",7
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-06-29","2014","giugno",29,"domenica",1,0,"estate",0
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-06-30","2014","giugno",30,"lunedì",0,0,"estate",7
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-07-01","2014","luglio",1,"martedì",0,0,"estate",13
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-07-02","2014","luglio",2,"mercoledì",0,0,"estate",12
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-07-03","2014","luglio",3,"giovedì",0,0,"estate",14
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-07-04","2014","luglio",4,"venerdì",0,0,"estate",7
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-07-05","2014","luglio",5,"sabato",1,0,"estate",7
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-07-06","2014","luglio",6,"domenica",1,0,"estate",0
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-07-07","2014","luglio",7,"lunedì",0,0,"estate",7
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-07-08","2014","luglio",8,"martedì",0,0,"estate",13
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-07-09","2014","luglio",9,"mercoledì",0,0,"estate",12
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-07-10","2014","luglio",10,"giovedì",0,0,"estate",10
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-07-11","2014","luglio",11,"venerdì",0,0,"estate",11
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-07-12","2014","luglio",12,"sabato",1,0,"estate",10
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-07-13","2014","luglio",13,"domenica",1,0,"estate",1
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-07-14","2014","luglio",14,"lunedì",0,0,"estate",7
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-07-15","2014","luglio",15,"martedì",0,0,"estate",13
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-07-16","2014","luglio",16,"mercoledì",0,0,"estate",11
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-07-17","2014","luglio",17,"giovedì",0,0,"estate",12
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-07-18","2014","luglio",18,"venerdì",0,0,"estate",11
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-07-19","2014","luglio",19,"sabato",1,0,"estate",8
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-07-20","2014","luglio",20,"domenica",1,0,"estate",1
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-07-21","2014","luglio",21,"lunedì",0,0,"estate",5
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-07-22","2014","luglio",22,"martedì",0,0,"estate",12
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-07-23","2014","luglio",23,"mercoledì",0,0,"estate",6
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-07-24","2014","luglio",24,"giovedì",0,0,"estate",13
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-07-25","2014","luglio",25,"venerdì",0,0,"estate",12
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-07-26","2014","luglio",26,"sabato",1,0,"estate",7
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-07-27","2014","luglio",27,"domenica",1,0,"estate",1
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-07-28","2014","luglio",28,"lunedì",0,0,"estate",7
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-07-29","2014","luglio",29,"martedì",0,0,"estate",12
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-07-30","2014","luglio",30,"mercoledì",0,0,"estate",14
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-07-31","2014","luglio",31,"giovedì",0,0,"estate",12
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-08-01","2014","agosto",1,"venerdì",0,0,"estate",9
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-08-02","2014","agosto",2,"sabato",1,0,"estate",5
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-08-03","2014","agosto",3,"domenica",1,0,"estate",1
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-08-04","2014","agosto",4,"lunedì",0,0,"estate",6
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-08-05","2014","agosto",5,"martedì",0,0,"estate",6
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-08-06","2014","agosto",6,"mercoledì",0,0,"estate",14
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-08-07","2014","agosto",7,"giovedì",0,0,"estate",8
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-08-08","2014","agosto",8,"venerdì",0,0,"estate",7
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-08-09","2014","agosto",9,"sabato",1,0,"estate",6
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-08-10","2014","agosto",10,"domenica",1,0,"estate",0
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-08-11","2014","agosto",11,"lunedì",0,0,"estate",6
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-08-12","2014","agosto",12,"martedì",0,0,"estate",18
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-08-13","2014","agosto",13,"mercoledì",0,0,"estate",13
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-08-14","2014","agosto",14,"giovedì",0,0,"estate",10
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-08-15","2014","agosto",15,"venerdì",0,1,"estate",0
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-08-16","2014","agosto",16,"sabato",1,0,"estate",1
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-08-17","2014","agosto",17,"domenica",1,0,"estate",1
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-08-18","2014","agosto",18,"lunedì",0,0,"estate",6
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-08-19","2014","agosto",19,"martedì",0,0,"estate",7
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-08-20","2014","agosto",20,"mercoledì",0,0,"estate",12
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-08-21","2014","agosto",21,"giovedì",0,0,"estate",11
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-08-22","2014","agosto",22,"venerdì",0,0,"estate",5
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-08-23","2014","agosto",23,"sabato",1,0,"estate",8
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-08-24","2014","agosto",24,"domenica",1,0,"estate",0
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-08-25","2014","agosto",25,"lunedì",0,0,"estate",5
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-08-26","2014","agosto",26,"martedì",0,0,"estate",6
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-08-27","2014","agosto",27,"mercoledì",0,0,"estate",8
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-08-28","2014","agosto",28,"giovedì",0,0,"estate",10
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-08-29","2014","agosto",29,"venerdì",0,0,"estate",5
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-08-30","2014","agosto",30,"sabato",1,0,"estate",8
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-08-31","2014","agosto",31,"domenica",1,0,"estate",0
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-09-01","2014","settembre",1,"lunedì",0,0,"estate",6
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-09-02","2014","settembre",2,"martedì",0,0,"estate",8
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-09-03","2014","settembre",3,"mercoledì",0,0,"estate",9
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-09-04","2014","settembre",4,"giovedì",0,0,"estate",13
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-09-05","2014","settembre",5,"venerdì",0,0,"estate",10
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-09-06","2014","settembre",6,"sabato",1,0,"estate",7
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-09-07","2014","settembre",7,"domenica",1,0,"estate",0
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-09-08","2014","settembre",8,"lunedì",0,0,"estate",6
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-09-09","2014","settembre",9,"martedì",0,0,"estate",10
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-09-10","2014","settembre",10,"mercoledì",0,0,"estate",6
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-09-11","2014","settembre",11,"giovedì",0,0,"estate",15
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-09-12","2014","settembre",12,"venerdì",0,0,"estate",7
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-09-13","2014","settembre",13,"sabato",1,0,"estate",12
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-09-14","2014","settembre",14,"domenica",1,0,"estate",0
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-09-15","2014","settembre",15,"lunedì",0,0,"estate",5
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-09-16","2014","settembre",16,"martedì",0,0,"estate",14
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-09-17","2014","settembre",17,"mercoledì",0,0,"estate",13
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-09-18","2014","settembre",18,"giovedì",0,0,"estate",13
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-09-19","2014","settembre",19,"venerdì",0,0,"estate",12
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-09-20","2014","settembre",20,"sabato",1,0,"estate",9
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-09-21","2014","settembre",21,"domenica",1,0,"autunno",0
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-09-22","2014","settembre",22,"lunedì",0,0,"autunno",6
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-09-23","2014","settembre",23,"martedì",0,0,"autunno",13
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-09-24","2014","settembre",24,"mercoledì",0,0,"autunno",10
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-09-25","2014","settembre",25,"giovedì",0,0,"autunno",14
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-09-26","2014","settembre",26,"venerdì",0,0,"autunno",12
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-09-27","2014","settembre",27,"sabato",1,0,"autunno",10
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-09-28","2014","settembre",28,"domenica",1,0,"autunno",0
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-09-29","2014","settembre",29,"lunedì",0,0,"autunno",7
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-09-30","2014","settembre",30,"martedì",0,0,"autunno",15
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-10-01","2014","ottobre",1,"mercoledì",0,0,"autunno",12
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-10-02","2014","ottobre",2,"giovedì",0,0,"autunno",8
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-10-03","2014","ottobre",3,"venerdì",0,0,"autunno",11
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-10-04","2014","ottobre",4,"sabato",1,0,"autunno",6
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-10-05","2014","ottobre",5,"domenica",1,0,"autunno",1
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-10-06","2014","ottobre",6,"lunedì",0,0,"autunno",5
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-10-07","2014","ottobre",7,"martedì",0,0,"autunno",13
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-10-08","2014","ottobre",8,"mercoledì",0,0,"autunno",9
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-10-09","2014","ottobre",9,"giovedì",0,0,"autunno",7
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-10-10","2014","ottobre",10,"venerdì",0,0,"autunno",8
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-10-11","2014","ottobre",11,"sabato",1,0,"autunno",9
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-10-12","2014","ottobre",12,"domenica",1,0,"autunno",0
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-10-13","2014","ottobre",13,"lunedì",0,0,"autunno",5
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-10-14","2014","ottobre",14,"martedì",0,0,"autunno",15
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-10-15","2014","ottobre",15,"mercoledì",0,0,"autunno",17
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-10-16","2014","ottobre",16,"giovedì",0,0,"autunno",14
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-10-17","2014","ottobre",17,"venerdì",0,0,"autunno",14
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-10-18","2014","ottobre",18,"sabato",1,0,"autunno",9
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-10-19","2014","ottobre",19,"domenica",1,0,"autunno",0
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-10-20","2014","ottobre",20,"lunedì",0,0,"autunno",6
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-10-21","2014","ottobre",21,"martedì",0,0,"autunno",15
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-10-22","2014","ottobre",22,"mercoledì",0,0,"autunno",16
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-10-23","2014","ottobre",23,"giovedì",0,0,"autunno",19
